FORMAT OF THE SUBSETTED FILE
    
    ITEMS                      FORMAT   
     
 1 YEAR                          I4        
 2 DOY                           I4        
 3 Hour                          I3        
 4 Dst-index, nT                 I6        
 5 f10.7_index                   F6.1

2018 123  2     1  67.6
2018 123  3     0  67.6
2018 123  4     0  67.6
2018 123  5     0  67.6
2018 123  6     1  67.6
2018 123  7     2  67.6
2018 123  8     0  67.6
2018 123  9     0  67.6
2018 123 10    -1  67.6
2018 123 11    -1  67.6
2018 123 12     0  67.6
2018 123 13     6  67.6
2018 123 14     8  67.6
2018 123 15     5  67.6
2018 123 16     6  67.6
2018 123 17     7  67.6
2018 123 18     8  67.6
2018 123 19     5  67.6
2018 123 20     6  67.6
2018 123 21     4  67.6
2018 123 22    -1  67.6
2018 123 23     0  67.6
2018 124  0     1  68.9
2018 124  1    -1  68.9
2018 124  2     0  68.9
2018 124  3     2  68.9
2018 124  4     2  68.9
2018 124  5     2  68.9
2018 124  6     5  68.9
2018 124  7     4  68.9
2018 124  8    -1  68.9
2018 124  9     4  68.9
2018 124 10     3  68.9
2018 124 11     3  68.9
2018 124 12     5  68.9
2018 124 13     7  68.9
2018 124 14    11  68.9
2018 124 15    11  68.9
2018 124 16    17  68.9
2018 124 17    16  68.9
2018 124 18    10  68.9
2018 124 19     6  68.9
2018 124 20     1  68.9
2018 124 21     2  68.9
2018 124 22     4  68.9
2018 124 23     3  68.9
2018 125  0     1  68.7
2018 125  1     1  68.7
2018 125  2    -1  68.7
2018 125  3    -2  68.7
2018 125  4     0  68.7
2018 125  5     0  68.7
2018 125  6     3  68.7
2018 125  7     3  68.7
2018 125  8     3  68.7
2018 125  9     6  68.7
2018 125 10    18  68.7
2018 125 11    30  68.7
2018 125 12    24  68.7
2018 125 13    19  68.7
2018 125 14    17  68.7
2018 125 15    -1  68.7
2018 125 16    -9  68.7
2018 125 17   -33  68.7
2018 125 18   -45  68.7
2018 125 19   -38  68.7
2018 125 20   -27  68.7
2018 125 21   -26  68.7
2018 125 22   -36  68.7
2018 125 23   -44  68.7
2018 126  0   -50  68.4
2018 126  1   -56  68.4
2018 126  2   -56  68.4
2018 126  3   -51  68.4
2018 126  4   -48  68.4
2018 126  5   -43  68.4
2018 126  6   -41  68.4
2018 126  7   -39  68.4
2018 126  8   -33  68.4
2018 126  9   -30  68.4
2018 126 10   -29  68.4
2018 126 11   -28  68.4
2018 126 12   -27  68.4
2018 126 13   -22  68.4
2018 126 14   -19  68.4
2018 126 15   -22  68.4
2018 126 16   -24  68.4
2018 126 17   -25  68.4
2018 126 18   -27  68.4
2018 126 19   -24  68.4
2018 126 20   -24  68.4
2018 126 21   -23  68.4
2018 126 22   -23  68.4
2018 126 23   -24  68.4
2018 127  0   -25  70.9
2018 127  1   -28  70.9
2018 127  2   -30  70.9
2018 127  3   -33  70.9
2018 127  4   -36  70.9
2018 127  5   -35  70.9
2018 127  6   -32  70.9
2018 127  7   -24  70.9
2018 127  8   -20  70.9
2018 127  9   -21  70.9
2018 127 10   -20  70.9
2018 127 11   -24  70.9
2018 127 12   -17  70.9
2018 127 13   -14  70.9
2018 127 14   -20  70.9
2018 127 15   -23  70.9
2018 127 16   -23  70.9
2018 127 17   -25  70.9
2018 127 18   -29  70.9
2018 127 19   -26  70.9
2018 127 20   -22  70.9
2018 127 21   -25  70.9
2018 127 22   -21  70.9
2018 127 23   -24  70.9
2018 128  0   -22  70.9
2018 128  1   -20  70.9
2018 128  2   -20  70.9
2018 128  3   -13  70.9
2018 128  4    -9  70.9
2018 128  5   -22  70.9
2018 128  6   -31  70.9
2018 128  7   -25  70.9
2018 128  8   -21  70.9
2018 128  9   -22  70.9
2018 128 10   -21  70.9
2018 128 11   -19  70.9
2018 128 12   -15  70.9
2018 128 13   -10  70.9
2018 128 14    -7  70.9
2018 128 15   -17  70.9
2018 128 16   -19  70.9
2018 128 17   -18  70.9
2018 128 18   -21  70.9
2018 128 19   -26  70.9
2018 128 20   -23  70.9
2018 128 21   -21  70.9
2018 128 22   -17  70.9
2018 128 23   -16  70.9
2018 129  0   -17  70.9
2018 129  1   -23  70.9
2018 129  2   -25  70.9
2018 129  3   -25  70.9
2018 129  4   -23  70.9
2018 129  5   -19  70.9
2018 129  6   -18  70.9
2018 129  7   -17  70.9
2018 129  8   -16  70.9
2018 129  9   -14  70.9
2018 129 10   -14  70.9
2018 129 11   -14  70.9
2018 129 12   -18  70.9
2018 129 13   -16  70.9
2018 129 14   -16  70.9
2018 129 15   -15  70.9
2018 129 16   -19  70.9
2018 129 17   -17  70.9
2018 129 18   -24  70.9
2018 129 19   -27  70.9
2018 129 20   -18  70.9
2018 129 21   -16  70.9
2018 129 22   -21  70.9
2018 129 23   -27  70.9
2018 130  0   -26  71.0
2018 130  1   -27  71.0
2018 130  2   -22  71.0
2018 130  3   -22  71.0
2018 130  4   -18  71.0
2018 130  5   -19  71.0
2018 130  6   -18  71.0
2018 130  7   -17  71.0
2018 130  8   -23  71.0
2018 130  9   -26  71.0
2018 130 10   -25  71.0
2018 130 11   -25  71.0
2018 130 12   -25  71.0
2018 130 13   -25  71.0
2018 130 14   -25  71.0
2018 130 15   -25  71.0
2018 130 16   -29  71.0
2018 130 17   -31  71.0
2018 130 18   -30  71.0
2018 130 19   -28  71.0
2018 130 20   -28  71.0
2018 130 21   -27  71.0
2018 130 22   -28  71.0
2018 130 23   -28  71.0
2018 131  0   -24  71.7
2018 131  1   -17  71.7
2018 131  2   -15  71.7
2018 131  3   -14  71.7
2018 131  4   -17  71.7
2018 131  5   -19  71.7
2018 131  6   -23  71.7
2018 131  7   -27  71.7
2018 131  8   -27  71.7
2018 131  9   -27  71.7
2018 131 10   -24  71.7
2018 131 11   -17  71.7
2018 131 12   -12  71.7
2018 131 13    -8  71.7
2018 131 14   -14  71.7
2018 131 15   -20  71.7
2018 131 16   -22  71.7
2018 131 17   -24  71.7
2018 131 18   -28  71.7
2018 131 19   -34  71.7
2018 131 20   -37  71.7
2018 131 21   -35  71.7
2018 131 22   -30  71.7
2018 131 23   -26  71.7
2018 132  0   -25  71.2
2018 132  1   -25  71.2
2018 132  2   -24  71.2
2018 132  3   -28  71.2
2018 132  4   -26  71.2
2018 132  5   -19  71.2
2018 132  6   -17  71.2
2018 132  7   -14  71.2
2018 132  8   -15  71.2
2018 132  9   -16  71.2
2018 132 10   -16  71.2
2018 132 11   -13  71.2
2018 132 12   -11  71.2
2018 132 13   -10  71.2
2018 132 14   -13  71.2
2018 132 15   -15  71.2
2018 132 16   -14  71.2
2018 132 17   -14  71.2
2018 132 18   -13  71.2
2018 132 19   -14  71.2
2018 132 20   -16  71.2
2018 132 21   -18  71.2
2018 132 22   -18  71.2
2018 132 23   -15  71.2
2018 133  0   -14  72.4
2018 133  1   -13  72.4
2018 133  2   -11  72.4
2018 133  3    -9  72.4
2018 133  4    -9  72.4
2018 133  5    -8  72.4
2018 133  6    -4  72.4
2018 133  7    -6  72.4
2018 133  8   -16  72.4
2018 133  9   -13  72.4
2018 133 10   -15  72.4
2018 133 11   -18  72.4
2018 133 12   -20  72.4
2018 133 13   -21  72.4
2018 133 14   -18  72.4
2018 133 15    -1  72.4
2018 133 16     0  72.4
2018 133 17     1  72.4
2018 133 18     1  72.4
2018 133 19    -1  72.4
2018 133 20    -5  72.4
2018 133 21   -10  72.4
2018 133 22   -10  72.4
2018 133 23    -8  72.4
2018 134  0    -9  71.8
2018 134  1    -7  71.8
2018 134  2    -9  71.8
2018 134  3   -11  71.8
2018 134  4   -12  71.8
2018 134  5   -12  71.8
2018 134  6    -7  71.8
2018 134  7    -7  71.8
2018 134  8   -11  71.8
2018 134  9   -11  71.8
2018 134 10   -10  71.8
2018 134 11    -8  71.8
2018 134 12    -9  71.8
2018 134 13    -4  71.8
2018 134 14    -5  71.8
2018 134 15    -5  71.8
2018 134 16    -5  71.8
2018 134 17    -6  71.8
2018 134 18   -11  71.8
2018 134 19   -13  71.8
2018 134 20   -12  71.8
2018 134 21   -12  71.8
2018 134 22   -10  71.8
2018 134 23   -11  71.8
2018 135  0    -6  71.9
2018 135  1    -3  71.9
2018 135  2    -1  71.9
2018 135  3    -2  71.9
2018 135  4    -3  71.9
2018 135  5    -3  71.9
2018 135  6    -3  71.9
2018 135  7    -2  71.9
2018 135  8    -9  71.9
2018 135  9    -7  71.9
2018 135 10    -8  71.9
2018 135 11    -9  71.9
2018 135 12    -9  71.9
2018 135 13    -6  71.9
2018 135 14    -8  71.9
2018 135 15   -10  71.9
2018 135 16   -11  71.9
2018 135 17   -12  71.9
2018 135 18   -12  71.9
2018 135 19   -13  71.9
2018 135 20   -11  71.9
2018 135 21   -12  71.9
2018 135 22   -12  71.9
2018 135 23    -7  71.9
2018 136  0    -3  71.5
2018 136  1    -2  71.5
2018 136  2    -3  71.5
2018 136  3    -3  71.5
2018 136  4    -2  71.5
2018 136  5     0  71.5
2018 136  6     1  71.5
2018 136  7     1  71.5
2018 136  8    -1  71.5
2018 136  9     1  71.5
2018 136 10     3  71.5
2018 136 11     6  71.5
2018 136 12     4  71.5
2018 136 13     4  71.5
2018 136 14     4  71.5
2018 136 15     5  71.5
2018 136 16     3  71.5
2018 136 17     1  71.5
2018 136 18    -4  71.5
2018 136 19    -5  71.5
2018 136 20    -1  71.5
2018 136 21     3  71.5
2018 136 22     3  71.5
2018 136 23     2  71.5
2018 137  0    -1  70.5
2018 137  1    -2  70.5
2018 137  2    -8  70.5
2018 137  3   -10  70.5
2018 137  4    -7  70.5
2018 137  5    -2  70.5
2018 137  6     4  70.5
2018 137  7     7  70.5
2018 137  8     9  70.5
2018 137  9    12  70.5
2018 137 10     3  70.5
2018 137 11    -7  70.5
2018 137 12   -15  70.5
2018 137 13   -14  70.5
2018 137 14   -15  70.5
2018 137 15   -21  70.5
2018 137 16   -25  70.5
2018 137 17   -26  70.5
2018 137 18   -30  70.5
2018 137 19   -32  70.5
2018 137 20   -32  70.5
2018 137 21   -27  70.5
2018 137 22   -23  70.5
2018 137 23   -22  70.5
2018 138  0   -19  71.1
2018 138  1   -21  71.1
2018 138  2   -21  71.1
2018 138  3   -21  71.1
2018 138  4   -18  71.1
2018 138  5   -15  71.1
2018 138  6   -16  71.1
2018 138  7   -15  71.1
2018 138  8   -14  71.1
2018 138  9   -10  71.1
2018 138 10    -6  71.1
2018 138 11    -6  71.1
2018 138 12    -6  71.1
2018 138 13    -5  71.1
2018 138 14    -8  71.1
2018 138 15    -8  71.1
2018 138 16    -8  71.1
2018 138 17    -9  71.1
2018 138 18   -11  71.1
2018 138 19   -13  71.1
2018 138 20   -15  71.1
2018 138 21   -14  71.1
2018 138 22   -11  71.1
2018 138 23    -8  71.1
2018 139  0    -7  71.9
2018 139  1    -8  71.9
2018 139  2    -9  71.9
2018 139  3   -10  71.9
2018 139  4    -8  71.9
2018 139  5    -7  71.9
2018 139  6    -5  71.9
2018 139  7    -5  71.9
2018 139  8    -4  71.9
2018 139  9    -4  71.9
2018 139 10    -3  71.9
2018 139 11    -2  71.9
2018 139 12    -1  71.9
2018 139 13    -1  71.9
2018 139 14    -1  71.9
2018 139 15    -2  71.9
2018 139 16    -1  71.9
2018 139 17    -1  71.9
2018 139 18    -2  71.9
2018 139 19    -4  71.9
2018 139 20    -5  71.9
2018 139 21    -5  71.9
2018 139 22    -3  71.9
2018 139 23    -2  71.9
2018 140  0    -2  70.4
2018 140  1    -3  70.4
2018 140  2    -4  70.4
2018 140  3    -3  70.4
2018 140  4    -1  70.4
2018 140  5    -1  70.4
2018 140  6     0  70.4
2018 140  7    -1  70.4
2018 140  8    -2  70.4
2018 140  9    -4  70.4
2018 140 10    -4  70.4
2018 140 11    -4  70.4
2018 140 12    -5  70.4
2018 140 13    -4  70.4
2018 140 14    -4  70.4
2018 140 15    -3  70.4
2018 140 16    -3  70.4
2018 140 17    -3  70.4
2018 140 18    -4  70.4
2018 140 19    -3  70.4
2018 140 20    -2  70.4
2018 140 21    -2  70.4
2018 140 22    -4  70.4
2018 140 23    -4  70.4
2018 141  0    -5  71.3
2018 141  1    -7  71.3
2018 141  2    -5  71.3
2018 141  3    -3  71.3
2018 141  4    -2  71.3
2018 141  5    -4  71.3
2018 141  6    -4  71.3
2018 141  7    -3  71.3
2018 141  8    -3  71.3
2018 141  9    -3  71.3
2018 141 10    -1  71.3
2018 141 11    -1  71.3
2018 141 12    -3  71.3
2018 141 13    -4  71.3
2018 141 14    -6  71.3
2018 141 15    -5  71.3
2018 141 16    -5  71.3
2018 141 17    -4  71.3
2018 141 18    -3  71.3
2018 141 19    -1  71.3
2018 141 20     2  71.3
2018 141 21     4  71.3
2018 141 22     3  71.3
2018 141 23     3  71.3
2018 142  0     3  72.6
2018 142  1     2  72.6
2018 142  2     3  72.6
2018 142  3     3  72.6
2018 142  4     2  72.6
2018 142  5     0  72.6
2018 142  6    -2  72.6
2018 142  7     1  72.6
2018 142  8     4  72.6
2018 142  9     6  72.6
2018 142 10     5  72.6
2018 142 11     3  72.6
2018 142 12    11  72.6
2018 142 13    15  72.6
2018 142 14    14  72.6
2018 142 15    15  72.6
2018 142 16    16  72.6
2018 142 17    17  72.6
2018 142 18    18  72.6
2018 142 19    12  72.6
2018 142 20    13  72.6
2018 142 21    13  72.6
2018 142 22    10  72.6
2018 142 23     6  72.6
2018 143  0     3  75.0
2018 143  1     5  75.0
2018 143  2     5  75.0
2018 143  3     4  75.0
2018 143  4     3  75.0
2018 143  5    -3  75.0
2018 143  6    -8  75.0
2018 143  7    -7  75.0
2018 143  8    -3  75.0
2018 143  9     3  75.0
2018 143 10     1  75.0
2018 143 11    -8  75.0
2018 143 12    -8  75.0
2018 143 13    -2  75.0
2018 143 14     0  75.0
2018 143 15    -1  75.0
2018 143 16    -1  75.0
2018 143 17    -1  75.0
2018 143 18    -3  75.0
2018 143 19    -5  75.0
2018 143 20    -5  75.0
2018 143 21    -6  75.0
2018 143 22    -4  75.0
2018 143 23    -5  75.0
2018 144  0    -8  75.6
2018 144  1    -7  75.6
2018 144  2    -4  75.6
2018 144  3     0  75.6
2018 144  4    -1  75.6
2018 144  5     1  75.6
2018 144  6     1  75.6
2018 144  7     2  75.6
2018 144  8     2  75.6
2018 144  9    -1  75.6
2018 144 10    -3  75.6
2018 144 11    -4  75.6
2018 144 12    -3  75.6
2018 144 13    -3  75.6
2018 144 14    -3  75.6
2018 144 15     0  75.6
2018 144 16     2  75.6
2018 144 17    -1  75.6
2018 144 18    -4  75.6
2018 144 19    -7  75.6
2018 144 20    -5  75.6
2018 144 21    -1  75.6
2018 144 22    -1  75.6
2018 144 23    -1  75.6
2018 145  0    -1  77.7
2018 145  1    -3  77.7
2018 145  2    -2  77.7
2018 145  3    -3  77.7
2018 145  4    -3  77.7
2018 145  5    -1  77.7
2018 145  6     1  77.7
2018 145  7     2  77.7
2018 145  8     2  77.7
2018 145  9     2  77.7
2018 145 10     2  77.7
2018 145 11    -1  77.7
2018 145 12    -2  77.7
2018 145 13     0  77.7
2018 145 14    -3  77.7
2018 145 15    -2  77.7
2018 145 16     1  77.7
2018 145 17     1  77.7
2018 145 18     1  77.7
2018 145 19     0  77.7
2018 145 20     0  77.7
2018 145 21     0  77.7
2018 145 22     0  77.7
2018 145 23     0  77.7
2018 146  0     0  74.9
2018 146  1     3  74.9
2018 146  2     2  74.9
2018 146  3     3  74.9
2018 146  4     3  74.9
2018 146  5     6  74.9
2018 146  6     5  74.9
2018 146  7     6  74.9
2018 146  8     6  74.9
2018 146  9     7  74.9
2018 146 10     7  74.9
2018 146 11     9  74.9
2018 146 12    10  74.9
2018 146 13    10  74.9
2018 146 14    11  74.9
2018 146 15    10  74.9
2018 146 16    10  74.9
2018 146 17    11  74.9
2018 146 18    15  74.9
2018 146 19    15  74.9
2018 146 20    14  74.9
2018 146 21    14  74.9
2018 146 22    11  74.9
2018 146 23     6  74.9
2018 147  0     7  76.6
2018 147  1    11  76.6
2018 147  2    16  76.6
2018 147  3    16  76.6
2018 147  4    12  76.6
2018 147  5    13  76.6
2018 147  6    10  76.6
2018 147  7    10  76.6
2018 147  8     8  76.6
2018 147  9     6  76.6
2018 147 10     3  76.6
2018 147 11     1  76.6
2018 147 12     1  76.6
2018 147 13     3  76.6
2018 147 14     2  76.6
2018 147 15     4  76.6
2018 147 16     5  76.6
2018 147 17     7  76.6
2018 147 18     7  76.6
2018 147 19     5  76.6
2018 147 20     7  76.6
2018 147 21     5  76.6
2018 147 22     7  76.6
2018 147 23    11  76.6
2018 148  0    13  78.9
2018 148  1    13  78.9
2018 148  2    13  78.9
2018 148  3    10  78.9
2018 148  4     9  78.9
2018 148  5     9  78.9
2018 148  6     9  78.9
2018 148  7     8  78.9
2018 148  8     8  78.9
2018 148  9    10  78.9
2018 148 10    10  78.9
2018 148 11    11  78.9
2018 148 12     7  78.9
2018 148 13     8  78.9
2018 148 14     8  78.9
2018 148 15     6  78.9
2018 148 16     8  78.9
2018 148 17     8  78.9
2018 148 18     7  78.9
2018 148 19     8  78.9
2018 148 20     9  78.9
2018 148 21    12  78.9
2018 148 22    12  78.9
2018 148 23    13  78.9
2018 149  0    14  77.0
2018 149  1    17  77.0
2018 149  2    19  77.0
2018 149  3    17  77.0
2018 149  4    10  77.0
2018 149  5    12  77.0
2018 149  6    14  77.0
2018 149  7    10  77.0
2018 149  8    10  77.0
2018 149  9     9  77.0
2018 149 10    11  77.0
2018 149 11    12  77.0
2018 149 12    11  77.0
2018 149 13     8  77.0
2018 149 14     7  77.0
2018 149 15     7  77.0
2018 149 16     5  77.0
2018 149 17     3  77.0
2018 149 18     1  77.0
2018 149 19    -2  77.0
2018 149 20    -2  77.0
2018 149 21    -4  77.0
2018 149 22    -3  77.0
2018 149 23    -2  77.0
2018 150  0     0  77.3
2018 150  1     1  77.3
2018 150  2     4  77.3
2018 150  3     4  77.3
2018 150  4     6  77.3
2018 150  5     3  77.3
2018 150  6     3  77.3
2018 150  7     4  77.3
2018 150  8     4  77.3
2018 150  9     7  77.3
2018 150 10     8  77.3
2018 150 11     8  77.3
2018 150 12     6  77.3
2018 150 13     4  77.3
2018 150 14     7  77.3
2018 150 15     8  77.3
2018 150 16    11  77.3
2018 150 17    12  77.3
2018 150 18     9  77.3
2018 150 19    11  77.3
2018 150 20    12  77.3
2018 150 21    10  77.3
2018 150 22     5  77.3
2018 150 23     6  77.3
2018 151  0     2  78.9
2018 151  1     6  78.9
2018 151  2     8  78.9
2018 151  3     8  78.9
2018 151  4     9  78.9
2018 151  5     9  78.9
2018 151  6    10  78.9
2018 151  7    11  78.9
2018 151  8    10  78.9
2018 151  9    13  78.9
2018 151 10    16  78.9
2018 151 11    20  78.9
2018 151 12    20  78.9
2018 151 13    17  78.9
2018 151 14    18  78.9
2018 151 15    31  78.9
2018 151 16    31  78.9
2018 151 17    24  78.9
2018 151 18    14  78.9
2018 151 19    -3  78.9
2018 151 20     1  78.9
2018 151 21     5  78.9
2018 151 22    -6  78.9
2018 151 23   -12  78.9
2018 152  0    -9  76.9
2018 152  1    -9  76.9
2018 152  2    -2  76.9
2018 152  3     0  76.9
2018 152  4    -6  76.9
2018 152  5   -14  76.9
2018 152  6   -27  76.9
2018 152  7   -38  76.9
2018 152  8   -25  76.9
2018 152  9   -29  76.9
2018 152 10   -26  76.9
2018 152 11   -25  76.9
2018 152 12   -24  76.9
2018 152 13   -36  76.9
2018 152 14   -38  76.9
2018 152 15   -38  76.9
2018 152 16   -35  76.9
2018 152 17   -29  76.9
2018 152 18   -32  76.9
2018 152 19   -39  76.9
2018 152 20   -38  76.9
2018 152 21   -36  76.9
2018 152 22   -28  76.9
2018 152 23   -27  76.9
2018 153  0   -23  76.5
2018 153  1   -21  76.5
2018 153  2   -23  76.5
2018 153  3   -26  76.5
2018 153  4   -25  76.5
2018 153  5   -24  76.5
2018 153  6   -24  76.5
2018 153  7   -21  76.5
2018 153  8   -21  76.5
2018 153  9   -19  76.5
2018 153 10   -19  76.5
2018 153 11   -24  76.5
2018 153 12   -23  76.5
2018 153 13   -18  76.5
2018 153 14   -17  76.5
2018 153 15   -16  76.5
2018 153 16   -13  76.5
2018 153 17   -11  76.5
2018 153 18   -18  76.5
2018 153 19   -28  76.5
2018 153 20   -25  76.5
2018 153 21   -24  76.5
2018 153 22   -20  76.5
2018 153 23   -23  76.5
2018 154  0   -20  75.7
2018 154  1   -18  75.7
2018 154  2   -21  75.7
2018 154  3   -22  75.7
2018 154  4   -21  75.7
2018 154  5   -23  75.7
2018 154  6   -20  75.7
2018 154  7   -19  75.7
2018 154  8   -19  75.7
2018 154  9   -17  75.7
2018 154 10   -12  75.7
2018 154 11   -15  75.7
2018 154 12   -20  75.7
2018 154 13   -20  75.7
2018 154 14   -21  75.7
2018 154 15   -19  75.7
2018 154 16   -15  75.7
2018 154 17   -15  75.7
2018 154 18   -20  75.7
2018 154 19   -23  75.7
2018 154 20   -22  75.7
2018 154 21   -24  75.7
2018 154 22   -23  75.7
2018 154 23   -21  75.7
2018 155  0   -20  72.6
2018 155  1   -16  72.6
2018 155  2   -14  72.6
2018 155  3   -17  72.6
2018 155  4   -19  72.6
2018 155  5   -19  72.6
2018 155  6   -18  72.6
2018 155  7   -19  72.6
2018 155  8   -18  72.6
2018 155  9   -17  72.6
2018 155 10   -11  72.6
2018 155 11   -10  72.6
2018 155 12   -12  72.6
2018 155 13   -13  72.6
2018 155 14   -13  72.6
2018 155 15   -13  72.6
2018 155 16    -9  72.6
2018 155 17   -13  72.6
2018 155 18   -14  72.6
2018 155 19   -15  72.6
2018 155 20   -16  72.6
2018 155 21   -14  72.6
2018 155 22   -11  72.6
2018 155 23   -10  72.6
2018 156  0    -8  73.4
2018 156  1    -5  73.4
2018 156  2    -7  73.4
2018 156  3   -10  73.4
2018 156  4    -8  73.4
2018 156  5    -3  73.4
2018 156  6     0  73.4
2018 156  7    -4  73.4
2018 156  8    -4  73.4
2018 156  9    -5  73.4
2018 156 10    -2  73.4
2018 156 11    -3  73.4
2018 156 12    -5  73.4
2018 156 13    -5  73.4
2018 156 14    -5  73.4
2018 156 15    -2  73.4
2018 156 16    -2  73.4
2018 156 17    -8  73.4
2018 156 18   -12  73.4
2018 156 19   -15  73.4
2018 156 20   -13  73.4
2018 156 21    -8  73.4
2018 156 22    -5  73.4
2018 156 23    -6  73.4
2018 157  0    -7  73.2
2018 157  1    -9  73.2
2018 157  2    -9  73.2
2018 157  3    -9  73.2
2018 157  4    -7  73.2
2018 157  5    -7  73.2
2018 157  6    -6  73.2
2018 157  7    -8  73.2
2018 157  8    -9  73.2
2018 157  9    -8  73.2
2018 157 10    -6  73.2
2018 157 11    -2  73.2
2018 157 12    -2  73.2
2018 157 13    -1  73.2
2018 157 14    -2  73.2
2018 157 15     2  73.2
2018 157 16     2  73.2
2018 157 17    -3  73.2
2018 157 18   -13  73.2
2018 157 19   -22  73.2
2018 157 20   -24  73.2
2018 157 21   -25  73.2
2018 157 22   -25  73.2
2018 157 23   -21  73.2
2018 158  0   -22  71.3
2018 158  1   -23  71.3
2018 158  2   -23  71.3
2018 158  3   -21  71.3
2018 158  4   -18  71.3
2018 158  5   -16  71.3
2018 158  6   -14  71.3
2018 158  7   -13  71.3
2018 158  8   -10  71.3
2018 158  9    -7  71.3
2018 158 10    -8  71.3
2018 158 11   -14  71.3
2018 158 12   -14  71.3
2018 158 13   -13  71.3
2018 158 14   -13  71.3
2018 158 15   -14  71.3
2018 158 16   -13  71.3
2018 158 17   -13  71.3
